"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1970",,,"1695",,"1695","0","122","0","91","0","10",,"6","0","4","0","81","0","11","0","204","0","53","0","-4","0,0110,","2",",0,0107,","2.4",",0,0106,","2.69",",0,0620,","97","0,0702,","28","0,1116","28","0,1116","16","0,1123","16","0,1123","16","0,1123","29","0,0403","28","0,0327","19","0,0316","19","0,0316","-1","0,0204","4173",,"4173","0","46.95",",0","53.6","X","9.7",",0","58.8","0","69.4","0","48.2","0","148134",",X",,,,,,,"203","X","135","X",,,,,,,"57.5","X","40.0","X"
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1971",,,"1561",,"1561","0","116","0","79","0","8",,"5","0","2","0","74","0","13","0","217","0","28","0","-5","0,0209,","4",",0,0209,","4.4",",0,0208,","1.63",",0,0818,","98","0,0626,","32","0,1104","27","0,1107","22","0,1108","19","0,1218",,,"31","0,0411","26","0,0327","23","0,0324","20","0,0304","6","0,0214","4005",,"4005","0","40.66",",0","56.6","X","11.9",",0","59.2","0","70.0","0","48.5","0","155220",",X",,,,,,,"225","X","180","X",,,,,,,"55.3","X","42.1","X"
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1972",,,"1532",,"1532","0","143","0","98","0","0",,"0","0","1","0","65","0","6","0","205","0","33","0","-1","0,0116,","0","T,0,1211,+","0.9",",0,0325,","2.33",",0,1018,","94","0,0723,+","32","0,1116","28","0,1123","19","0,1124","19","0,1124","15","0,1216","28","0,0409","28","0,0409","23","0,0309","15","0,0208","15","0,0208","3091",,"3091","0","54.44",",0","52.1","X","2.5",",0","59.6","0","70.1","0","49.0","0","143832",",X",,,,,,,"315","X","315","X",,,,,,,"72.5","X","46.1","X"
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1973",,,"1728",,"1728","0","123","0","88","0","9",,"2","0","0","0","59","0","10","0","212","0","37","0","8","0,0113,","5",",0,0108,","4.8",",0,0107,","3.13",",0,1127,","96","0,0829,","32","0,1106","26","0,1110","22","0,1210","15","0,1211","15","0,1211","32","0,0414","24","0,0411","24","0,0411","17","0,0218","15","0,0217","3594",,"3594","0","59.81",",0","52.4","X","7.5",",0","60.4","0","70.6","0","50.3","0","143190",",X",,,,,,,"315","X","225","X",,,,,,,"50.6","X","36.9","X"
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1974",,,"1403",,"1403","0","147","0","97","0","0",,"1","0","0","0","58","0","4","0","200","0","28","0","12","0,0226,","0","T,0,1217,+","1.3",",0,1201,","3.29",",0,0110,","95","0,0719,","27","0,1114","27","0,1114","22","0,1205",,,,,"32","0,0409","24","0,0324","24","0,0324","12","0,0226","12","0,0226","3024",,"3024","0","60.74",",0","51.1","X","2.4",",0","59.8","0","69.9","0","49.6","0","140586",",X",,,,,,,"180","X","270","X",,,,,,,"94.2","X","36.9","X"
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1975",,,"1651",,"1651","0","119","0","91","0","2",,"1","0","0","0","61","0","2","0","204","0","39","0","11","0,1219,","1",",0,0114,+","3.9",",0,0112,","4.66",",0,0312,","94","0,0903,","28","0,1114","28","0,1114","24","0,1202","14","0,1218","14","0,1218","32","0,0404","27","0,0326","24","0,0309","16","0,0210","16","0,0210","3469",,"3469","0","60.58",",0",,,"4.2",",0","60.2","0","69.9","0","50.5","0",,,,,,,,,"180","X",,,,,,,,,"55.3","X",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1976",,,"1114",,"1114","0","108","0","80","0","4",,"2","0","0","0","84","0","11","0","195","0","25","0","4","0,1231,+","2",",0,0203,","2.3",",0,0202,","3.30",",0,0825,","96","0,0724,","31","0,1021","27","0,1029","24","0,1112","18","0,1123","11","0,1129","31","0,0317","28","0,0212","17","0,0207","17","0,0207","15","0,0202","3200",,"3200","0","49.56",",0","65.7","X","6.4",",0","57.4","0","68.3","0","46.5","0","177468",",X","190","X",,,,,"225","X",,,"29.1","X",,,,,"65.5","X",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1977",,,"1963",,"1963","0","116","0","75","0","13",,"5","0","3","0","78","0","17","0","204","0","62","0","-5","0,0117,","4",",0,0103,","5.3",",0,0124,","2.32",",0,0303,","99","0,0717,+","32","0,1014","28","0,1112","17","0,1126","17","0,1126","12","0,1206","31","0,0406","26","0,0323","21","0,0221","15","0,0217","15","0,0217","4453",,"4453","0","50.73",",0","60.0","X","18.6",",0","59.4","0","69.9","0","48.9","0","162780",",X","300","X",,,,,"360","X",,,"34.9","X",,,,,"49.4","X",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1978",,,"1766",,"1766","0","124","0","76","0","24",,"10","0","0","0","88","0","24","0","205","0","57","0","7","0,0126,+","6",",0,0222,+","5.5",",0,0221,","4.46",",0,1208,","98","0,0629,+","32","0,1015","28","0,1201","21","0,1209","18","0,1210",,,"32","0,0422","21","0,0318","21","0,0318","15","0,0305","15","0,0305","4506",,"4506","0","53.48",",0","54.2","X","25.2",",0","58.0","0","68.4","0","47.5","0","146886",",X","340","X",,,,,"315","X",,,"33.1","X",,,,,"50.6","X",,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1979",,,"1344",,"1344","0","133","0","89","0","15",,"7","0","1","0","85","0","16","0","199","0","22","0","-3","0,0210,","8",",0,0209,","4.9",",0,0207,","6.60",",0,0913,","95","0,0820,","32","0,1014","28","0,1114","24","0,1129","17","0,1130","14","0,1203","28","0,0326","28","0,0326","13","0,0220","13","0,0220","13","0,0220","4015",,"4015","0","70.15",",0","49.9","X","27.5",",0","57.2","0","67.2","0","47.3","0","134364",",X","350","X",,,,,,,,,"32.0","X",,,,,,,,
